Date,Price
2023-05-05,0.9979
2023-05-06,0.9753
2023-05-07,0.9636
2023-05-08,0.9005
2023-05-09,0.8763
2023-05-10,0.8764
2023-05-11,0.8409
2023-05-12,0.8648
2023-05-13,0.8487
2023-05-14,0.8593
2023-05-15,0.8592
2023-05-16,0.8455
2023-05-17,0.8868
2023-05-18,0.8722
2023-05-19,0.8716
2023-05-20,0.8768
2023-05-21,0.8565
2023-05-22,0.8718
2023-05-23,0.8893
2023-05-24,0.873
2023-05-25,0.889
2023-05-26,0.9107
2023-05-27,0.9203
2023-05-28,0.9406
2023-05-29,0.9084
2023-05-30,0.9011
2023-05-31,0.8921
2023-06-01,0.8889
2023-06-02,0.8994
2023-06-03,0.8995
2023-06-04,0.8924
2023-06-05,0.8354
2023-06-06,0.8226
2023-06-07,0.7651
2023-06-08,0.7813
2023-06-09,0.7261
2023-06-10,0.6092
2023-06-11,0.6348
2023-06-12,0.6432
2023-06-13,0.6451
2023-06-14,0.6193
2023-06-15,0.5907
2023-06-16,0.5903
2023-06-17,0.6135
2023-06-18,0.5971
2023-06-19,0.6147
2023-06-20,0.6314
2023-06-21,0.6683
2023-06-22,0.6558
2023-06-23,0.6758
2023-06-24,0.6541
2023-06-25,0.6663
2023-06-26,0.6456
2023-06-27,0.6621
2023-06-28,0.6131
2023-06-29,0.6239
2023-06-30,0.6614
2023-07-01,0.6768
2023-07-02,0.6819
2023-07-03,0.7148
2023-07-04,0.6958
2023-07-05,0.6706
2023-07-06,0.6604
2023-07-07,0.6765
2023-07-08,0.6797
2023-07-09,0.6884
2023-07-10,0.7351
2023-07-11,0.7427
2023-07-12,0.7234
2023-07-13,0.8502
2023-07-14,0.8077
2023-07-15,0.7997
2023-07-16,0.7676
2023-07-17,0.7775
2023-07-18,0.7383
2023-07-19,0.7436
2023-07-20,0.768
2023-07-21,0.7693
2023-07-22,0.7461
2023-07-23,0.757
2023-07-24,0.728
2023-07-25,0.708
2023-07-26,0.7223
2023-07-27,0.7171
2023-07-28,0.7091
2023-07-29,0.7185
2023-07-30,0.6974
2023-07-31,0.6877
2023-08-01,0.7021
2023-08-02,0.6804
2023-08-03,0.6677
2023-08-04,0.6643
2023-08-05,0.6674
2023-08-06,0.6673
2023-08-07,0.6665
2023-08-08,0.6854
2023-08-09,0.6902
2023-08-10,0.6854
2023-08-11,0.6811
2023-08-12,0.6822
2023-08-13,0.6773
2023-08-14,0.6796
2023-08-15,0.6389
2023-08-16,0.6238
2023-08-17,0.5718
2023-08-18,0.5776
2023-08-19,0.577
2023-08-20,0.5801
2023-08-21,0.5571
2023-08-22,0.5489
2023-08-23,0.5571
2023-08-24,0.5471
2023-08-25,0.5463
2023-08-26,0.5484
2023-08-27,0.5559
2023-08-28,0.5622
2023-08-29,0.5936
2023-08-30,0.575
2023-08-31,0.5496
2023-09-01,0.5405
2023-09-02,0.5409
2023-09-03,0.5422
2023-09-04,0.5545
2023-09-05,0.5585
2023-09-06,0.5586
2023-09-07,0.5553
2023-09-08,0.5439
2023-09-09,0.5395
2023-09-10,0.5233
2023-09-11,0.5035
2023-09-12,0.5065
2023-09-13,0.5134
2023-09-14,0.5223
2023-09-15,0.53
2023-09-16,0.5285
2023-09-17,0.5172
2023-09-18,0.5263
2023-09-19,0.5448
2023-09-20,0.5409
2023-09-21,0.5196
2023-09-22,0.5211
2023-09-23,0.5207
2023-09-24,0.5136
2023-09-25,0.5196
2023-09-26,0.5099
2023-09-27,0.5037
2023-09-28,0.5197
2023-09-29,0.5258
2023-09-30,0.5327
2023-10-01,0.5691
2023-10-02,0.5472
2023-10-03,0.5666
2023-10-04,0.5622
2023-10-05,0.5449
2023-10-06,0.5636
2023-10-07,0.5638
2023-10-08,0.5607
2023-10-09,0.5293
2023-10-10,0.5176
2023-10-11,0.5145
2023-10-12,0.5078
2023-10-13,0.5148
2023-10-14,0.5174
2023-10-15,0.5153
2023-10-16,0.5335
2023-10-17,0.5193
2023-10-18,0.5106
2023-10-19,0.5172
2023-10-20,0.5356
2023-10-21,0.5726
2023-10-22,0.6093
2023-10-23,0.6369
2023-10-24,0.6245
2023-10-25,0.6305
2023-10-26,0.6321
2023-10-27,0.6086
2023-10-28,0.6201
2023-10-29,0.6387
2023-10-30,0.6497
2023-10-31,0.6362
2023-11-01,0.6697
2023-11-02,0.6601
2023-11-03,0.6718
2023-11-04,0.677
2023-11-05,0.6918
2023-11-06,0.7362
2023-11-07,0.7403
2023-11-08,0.7874
2023-11-09,0.8546
2023-11-10,0.8427
2023-11-11,0.8033
2023-11-12,0.8971
2023-11-13,0.8821
2023-11-14,0.9176
2023-11-15,0.9191
2023-11-16,0.845
2023-11-17,0.8305
2023-11-18,0.8319
2023-11-19,0.8522
2023-11-20,0.8103
2023-11-21,0.728
2023-11-22,0.7726
2023-11-23,0.7721
2023-11-24,0.7595
2023-11-25,0.7793
2023-11-26,0.7622
2023-11-27,0.7426
2023-11-28,0.7486
2023-11-29,0.7575
2023-11-30,0.7627
2023-12-01,0.7994
2023-12-02,0.8152
2023-12-03,0.8138
2023-12-04,0.8105
2023-12-05,0.8137
2023-12-06,0.8197
2023-12-07,0.8424
2023-12-08,0.9058
2023-12-09,0.8836
2023-12-10,0.9232
2023-12-11,0.8421
2023-12-12,0.8861
2023-12-13,0.8876
2023-12-14,0.8842
2023-12-15,0.8379
2023-12-16,0.8513
2023-12-17,0.8175
2023-12-18,0.8011
2023-12-19,0.7662
2023-12-20,0.7759
2023-12-21,0.8164
2023-12-22,0.8773
2023-12-23,0.8577
2023-12-24,0.8474
2023-12-25,0.9117
2023-12-26,1.0191
2023-12-27,1.0368
2023-12-28,1.0021
2023-12-29,0.9733
2023-12-30,0.9509
2023-12-31,0.9707
2024-01-01,1.0157
2024-01-02,0.9691
2024-01-03,0.8539
2024-01-04,0.883
2024-01-05,0.8525
2024-01-06,0.8281
2024-01-07,0.8011
2024-01-08,0.8416
2024-01-09,0.8066
2024-01-10,0.8992
2024-01-11,0.9263
2024-01-12,0.8635
2024-01-13,0.8818
2024-01-14,0.8374
2024-01-15,0.8447
2024-01-16,0.845
2024-01-17,0.8103
2024-01-18,0.7861
2024-01-19,0.7621
2024-01-20,0.7871
2024-01-21,0.7835
2024-01-22,0.7473
2024-01-23,0.7255
2024-01-24,0.739
2024-01-25,0.7324
2024-01-26,0.759
2024-01-27,0.7881
2024-01-28,0.789
2024-01-29,0.8131
2024-01-30,0.7993
2024-01-31,0.7872
2024-02-01,0.8113
2024-02-02,0.7998
2024-02-03,0.7849
2024-02-04,0.7735
2024-02-05,0.7804
2024-02-06,0.8054
2024-02-07,0.8343
2024-02-08,0.8337
2024-02-09,0.8526
2024-02-10,0.8487
2024-02-11,0.8355
2024-02-12,0.8795
2024-02-13,0.8538
2024-02-14,0.8899
2024-02-15,0.8896
2024-02-16,0.9512
2024-02-17,0.9281
2024-02-18,0.9992
2024-02-19,0.9969
2024-02-20,1.0226
2024-02-21,0.9511
2024-02-22,0.9926
2024-02-23,0.9867
2024-02-24,0.9939
2024-02-25,0.9987
2024-02-26,1.059
2024-02-27,1.0284
2024-02-28,1.009
2024-02-29,1.0014
2024-03-01,1.0249
2024-03-02,1.0946
2024-03-03,1.0893
2024-03-04,1.1445
2024-03-05,1.0333
2024-03-06,1.1182
2024-03-07,1.1605
2024-03-08,1.1254
2024-03-09,1.1566
2024-03-10,1.2283
2024-03-11,1.2403
2024-03-12,1.1818
2024-03-13,1.2704
2024-03-14,1.2221
2024-03-15,1.1414
2024-03-16,1.0424
2024-03-17,1.0886
2024-03-18,1.0304
2024-03-19,0.9319
2024-03-20,1.0081
2024-03-21,0.9956
2024-03-22,0.9732
2024-03-23,0.9792
2024-03-24,1.0116
2024-03-25,1.0456
2024-03-26,1.046
2024-03-27,1.0087
2024-03-28,1.0021
2024-03-29,0.9907
2024-03-30,0.9795
2024-03-31,1.0033
2024-04-01,0.9508
2024-04-02,0.9003
2024-04-03,0.895
2024-04-04,0.9055
2024-04-05,0.8839
2024-04-06,0.8973
2024-04-07,0.9114
2024-04-08,0.9473
2024-04-09,0.8974
2024-04-10,0.8873
2024-04-11,0.878
2024-04-12,0.7654
2024-04-13,0.653
2024-04-14,0.7105
2024-04-15,0.7078
2024-04-16,0.703
2024-04-17,0.6677
2024-04-18,0.6757
2024-04-19,0.6728
2024-04-20,0.7382
2024-04-21,0.7135
2024-04-22,0.7422
2024-04-23,0.7291
2024-04-24,0.7052
2024-04-25,0.7203
2024-04-26,0.7032
2024-04-27,0.7329
2024-04-28,0.7213
2024-04-29,0.7043
2024-04-30,0.6673
2024-05-01,0.6919
2024-05-02,0.7205
2024-05-03,0.7322
2024-05-04,0.7293
2024-05-05,0.7336
2024-05-06,0.7099
2024-05-07,0.6929
2024-05-08,0.681
2024-05-09,0.6944
2024-05-10,0.6721
2024-05-11,0.6758
2024-05-12,0.6707
2024-05-13,0.6634
2024-05-14,0.6497
2024-05-15,0.686
2024-05-16,0.6942
2024-05-17,0.7135
2024-05-18,0.7091
2024-05-19,0.683
2024-05-20,0.7506
2024-05-21,0.7292
2024-05-22,0.7232
2024-05-23,0.7438
2024-05-24,0.7236
2024-05-25,0.7293
2024-05-26,0.716
2024-05-27,0.7444
2024-05-28,0.7322
2024-05-29,0.715
2024-05-30,0.6965
2024-05-31,0.6943
2024-06-01,0.699
2024-06-02,0.6896
2024-06-03,0.7046
2024-06-04,0.715
2024-06-05,0.7249
2024-06-06,0.7257
2024-06-07,0.667
2024-06-08,0.6497
2024-06-09,0.6552
2024-06-10,0.6498
2024-06-11,0.6176
2024-06-12,0.6447
2024-06-13,0.6048
2024-06-14,0.5917
2024-06-15,0.6172
2024-06-16,0.6195
2024-06-17,0.5843
2024-06-18,0.5574
2024-06-19,0.5769
2024-06-20,0.5736
2024-06-21,0.5687
2024-06-22,0.571
2024-06-23,0.5615
2024-06-24,0.5614
2024-06-25,0.5674
2024-06-26,0.5517
2024-06-27,0.567
2024-06-28,0.5531
2024-06-29,0.548
2024-06-30,0.561
2024-07-01,0.5578
2024-07-02,0.5715
2024-07-03,0.5311
2024-07-04,0.4943
2024-07-05,0.4678
2024-07-06,0.5063
2024-07-07,0.4778
2024-07-08,0.5018
2024-07-09,0.5009
2024-07-10,0.5128
2024-07-11,0.498
2024-07-12,0.5071
2024-07-13,0.5311
2024-07-14,0.5308
2024-07-15,0.5486
2024-07-16,0.543
2024-07-17,0.5395
2024-07-18,0.5167
2024-07-19,0.5332
2024-07-20,0.5413
2024-07-21,0.5483
2024-07-22,0.5305
2024-07-23,0.5327
2024-07-24,0.517
2024-07-25,0.4973
2024-07-26,0.5147
2024-07-27,0.5171
2024-07-28,0.5086
2024-07-29,0.5102
2024-07-30,0.5053
2024-07-31,0.4957
2024-08-01,0.4918
2024-08-02,0.468
2024-08-03,0.4547
2024-08-04,0.4216
2024-08-05,0.3844
2024-08-06,0.4079
2024-08-07,0.392
2024-08-08,0.4317
2024-08-09,0.4218
2024-08-10,0.4263
2024-08-11,0.403
2024-08-12,0.4263
2024-08-13,0.4221
2024-08-14,0.4238
2024-08-15,0.4012
2024-08-16,0.404
2024-08-17,0.4105
2024-08-18,0.4116
2024-08-19,0.4301
2024-08-20,0.4615
2024-08-21,0.5251
2024-08-22,0.532
2024-08-23,0.5377
2024-08-24,0.5711
2024-08-25,0.5244
2024-08-26,0.5022
2024-08-27,0.4662
2024-08-28,0.4367
2024-08-29,0.4252
2024-08-30,0.421
2024-08-31,0.4196
2024-09-01,0.4023
2024-09-02,0.4108
2024-09-03,0.3978
2024-09-04,0.3814
2024-09-05,0.3685
2024-09-06,0.3659
2024-09-07,0.3695
2024-09-08,0.3757
2024-09-09,0.3822
2024-09-10,0.3794
