Date,Price
2024-08-03,11.68
2024-08-04,10.88
2024-08-05,9.49
2024-08-06,10.07
2024-08-07,9.48
2024-08-08,10.75
2024-08-09,10.53
2024-08-10,10.55
2024-08-11,10.0
2024-08-12,10.56
2024-08-13,10.58
2024-08-14,10.39
2024-08-15,10.17
2024-08-16,10.12
2024-08-17,10.16
2024-08-18,10.09
2024-08-19,10.19
2024-08-20,10.23
2024-08-21,11.22
2024-08-22,11.48
2024-08-23,12.05
2024-08-24,12.35
2024-08-25,12.1
2024-08-26,11.83
2024-08-27,11.16
2024-08-28,11.17
2024-08-29,10.94
2024-08-30,11.11
2024-08-31,11.02
2024-09-01,10.37
2024-09-02,10.77
2024-09-03,10.31
2024-09-04,10.34
2024-09-05,10.03
2024-09-06,9.57
2024-09-07,10.03
2024-09-08,10.35
2024-09-09,10.53
2024-09-10,10.58
2024-09-11,10.4
2024-09-12,10.78
2024-09-13,11.45
2024-09-14,11.29
2024-09-15,10.81
2024-09-16,10.54
2024-09-17,10.63
2024-09-18,10.89
2024-09-19,11.21
2024-09-20,11.44
2024-09-21,11.5
2024-09-22,11.13
2024-09-23,11.39
2024-09-24,12.15
2024-09-25,12.11
2024-09-26,12.56
2024-09-27,12.67
2024-09-28,12.95
2024-09-29,12.46
2024-09-30,11.85
2024-10-01,11.01
2024-10-02,10.66
2024-10-03,10.66
2024-10-04,11.08
2024-10-05,11.27
2024-10-06,11.27
2024-10-07,11.16
2024-10-08,10.82
2024-10-09,10.53
2024-10-10,10.56
2024-10-11,10.91
2024-10-12,11.01
2024-10-13,10.75
2024-10-14,11.28
2024-10-15,11.45
2024-10-16,11.24
2024-10-17,11.03
2024-10-18,11.48
2024-10-19,11.42
2024-10-20,11.98
2024-10-21,11.71
2024-10-22,11.97
2024-10-23,11.32
2024-10-24,11.62
2024-10-25,11.13
2024-10-26,11.01
2024-10-27,10.99
2024-10-28,11.18
2024-10-29,11.8
2024-10-30,12.39
2024-10-31,11.41
2024-11-01,11.25
2024-11-02,11.19
2024-11-03,10.76
2024-11-04,10.26
2024-11-05,10.83
2024-11-06,12.17
2024-11-07,12.59
2024-11-08,13.69
2024-11-09,13.78
2024-11-10,14.25
2024-11-11,14.91
2024-11-12,13.95
2024-11-13,13.48
2024-11-14,13.0
2024-11-15,13.84
2024-11-16,14.52
2024-11-17,13.78
2024-11-18,15.26
2024-11-19,14.62
2024-11-20,14.24
2024-11-21,14.89
2024-11-22,16.57
2024-11-23,17.38
2024-11-24,17.91
2024-11-25,17.34
2024-11-26,17.34
2024-11-27,18.66
2024-11-28,17.93
2024-11-29,18.24
2024-11-30,19.0
2024-12-01,18.92
2024-12-02,25.23
2024-12-03,24.09
2024-12-04,24.07
2024-12-05,23.15
2024-12-06,25.87
2024-12-07,24.79
2024-12-08,26.09
2024-12-09,22.25
2024-12-10,22.12
2024-12-11,24.07
2024-12-12,29.13
2024-12-13,28.99
2024-12-14,29.12
2024-12-15,29.26
2024-12-16,28.73
2024-12-17,27.86
2024-12-18,24.86
2024-12-19,22.81
2024-12-20,23.39
2024-12-21,22.13
2024-12-22,22.08
2024-12-23,24.55
2024-12-24,25.42
2024-12-25,24.44
2024-12-26,22.68
2024-12-27,21.57
2024-12-28,21.99
2024-12-29,20.96
2024-12-30,20.58
2024-12-31,20.01
2025-01-01,21.73
2025-01-02,22.07
2025-01-03,23.48
2025-01-04,23.6
2025-01-05,23.58
2025-01-06,23.83
2025-01-07,21.38
2025-01-08,20.44
2025-01-09,19.65
2025-01-10,20.24
2025-01-11,20.21
2025-01-12,19.84
2025-01-13,19.35
2025-01-14,20.32
2025-01-15,22.1
2025-01-16,23.03
2025-01-17,25.09
2025-01-18,24.12
2025-01-19,24.34
2025-01-20,25.09
2025-01-21,26.67
2025-01-22,25.3
2025-01-23,25.65
2025-01-24,25.18
2025-01-25,24.93
2025-01-26,24.88
2025-01-27,24.21
2025-01-28,22.61
2025-01-29,23.66
2025-01-30,24.46
2025-01-31,25.17
2025-02-01,22.98
2025-02-02,20.46
2025-02-03,21.64
2025-02-04,19.97
2025-02-05,19.19
2025-02-06,18.58
2025-02-07,18.39
2025-02-08,18.45
2025-02-09,18.26
2025-02-10,18.81
2025-02-11,18.66
2025-02-12,19.2
2025-02-13,18.56
2025-02-14,19.38
2025-02-15,18.99
2025-02-16,18.69
2025-02-17,19.12
2025-02-18,17.88
2025-02-19,17.98
2025-02-20,18.28
2025-02-21,17.43
2025-02-22,17.87
