Date,Price
2024-06-30,582.2
2024-07-01,576.9
2024-07-02,580.1
2024-07-03,556.7
2024-07-04,513.6
2024-07-05,497.7
2024-07-06,526.0
2024-07-07,490.7
2024-07-08,510.6
2024-07-09,516.9
2024-07-10,524.7
2024-07-11,524.8
2024-07-12,533.8
2024-07-13,532.4
2024-07-14,544.8
2024-07-15,585.3
2024-07-16,576.2
2024-07-17,568.9
2024-07-18,571.9
2024-07-19,593.4
2024-07-20,593.1
2024-07-21,602.5
2024-07-22,587.2
2024-07-23,581.9
2024-07-24,574.9
2024-07-25,570.6
2024-07-26,580.9
2024-07-27,581.6
2024-07-28,583.9
2024-07-29,574.3
2024-07-30,588.2
2024-07-31,576.5
2024-08-01,575.1
2024-08-02,542.9
2024-08-03,529.6
2024-08-04,496.9
2024-08-05,464.2
2024-08-06,484.8
2024-08-07,475.0
2024-08-08,517.1
2024-08-09,508.7
2024-08-10,523.1
2024-08-11,503.4
2024-08-12,518.2
2024-08-13,524.2
2024-08-14,523.4
2024-08-15,519.2
2024-08-16,519.7
2024-08-17,541.6
2024-08-18,531.2
2024-08-19,558.4
2024-08-20,569.4
2024-08-21,570.1
2024-08-22,582.9
2024-08-23,591.7
2024-08-24,580.5
2024-08-25,573.9
2024-08-26,548.2
2024-08-27,533.3
2024-08-28,537.0
2024-08-29,536.4
2024-08-30,535.2
2024-08-31,532.9
2024-09-01,512.4
2024-09-02,526.3
2024-09-03,518.7
2024-09-04,507.6
2024-09-05,502.4
2024-09-06,487.2
2024-09-07,493.5
2024-09-08,503.1
2024-09-09,518.7
2024-09-10,517.0
2024-09-11,530.1
2024-09-12,544.5
2024-09-13,556.4
2024-09-14,553.3
2024-09-15,553.4
2024-09-16,533.7
2024-09-17,546.2
2024-09-18,559.5
2024-09-19,567.0
2024-09-20,569.0
2024-09-21,588.6
2024-09-22,588.7
2024-09-23,604.5
2024-09-24,605.9
2024-09-25,587.4
2024-09-26,596.3
2024-09-27,606.8
2024-09-28,601.1
2024-09-29,595.6
2024-09-30,567.4
2024-10-01,547.3
2024-10-02,542.5
2024-10-03,544.8
2024-10-04,555.3
2024-10-05,563.0
2024-10-06,570.3
2024-10-07,564.3
2024-10-08,580.8
2024-10-09,570.7
2024-10-10,563.9
2024-10-11,573.6
2024-10-12,576.6
2024-10-13,572.2
2024-10-14,589.1
2024-10-15,594.5
2024-10-16,600.9
2024-10-17,592.9
2024-10-18,599.2
2024-10-19,597.7
2024-10-20,605.9
2024-10-21,598.8
2024-10-22,593.8
2024-10-23,584.9
2024-10-24,594.5
2024-10-25,575.3
2024-10-26,583.4
2024-10-27,589.2
2024-10-28,601.1
2024-10-29,606.3
2024-10-30,595.6
2024-10-31,576.6
2024-11-01,573.1
2024-11-02,568.6
2024-11-03,557.7
2024-11-04,552.5
2024-11-05,563.21
2024-11-06,592.22
2024-11-07,598.26
2024-11-08,597.82
2024-11-09,624.66
2024-11-10,627.33
2024-11-11,659.63
2024-11-12,625.33
2024-11-13,620.68
2024-11-14,622.3
2024-11-15,619.37
2024-11-16,622.69
2024-11-17,618.9
2024-11-18,618.93
2024-11-19,615.5
2024-11-20,605.39
2024-11-21,621.86
2024-11-22,633.0
2024-11-23,650.42
2024-11-24,659.65
2024-11-25,636.2
2024-11-26,613.51
2024-11-27,644.14
2024-11-28,653.83
2024-11-29,654.67
2024-11-30,653.43
2024-12-01,655.99
2024-12-02,647.82
2024-12-03,734.64
2024-12-04,739.53
2024-12-05,717.1
2024-12-06,730.22
2024-12-07,749.72
2024-12-08,742.0
2024-12-09,689.19
2024-12-10,676.8
2024-12-11,711.21
2024-12-12,705.77
2024-12-13,725.72
2024-12-14,715.79
2024-12-15,718.87
2024-12-16,720.58
2024-12-17,717.69
2024-12-18,686.38
2024-12-19,665.62
2024-12-20,678.6
2024-12-21,663.49
2024-12-22,649.77
2024-12-23,694.16
2024-12-24,696.9
2024-12-25,702.72
2024-12-26,689.4
2024-12-27,691.85
2024-12-28,722.13
2024-12-29,694.71
2024-12-30,705.36
2024-12-31,702.3
2025-01-01,707.84
2025-01-02,706.25
2025-01-03,714.88
2025-01-04,713.41
2025-01-05,709.29
2025-01-06,729.42
2025-01-07,698.01
2025-01-08,696.03
2025-01-09,685.48
2025-01-10,693.21
2025-01-11,696.7
2025-01-12,693.34
2025-01-13,688.64
2025-01-14,698.89
2025-01-15,714.59
2025-01-16,708.1
2025-01-17,721.76
2025-01-18,709.52
2025-01-19,683.19
2025-01-20,682.51
2025-01-21,692.21
2025-01-22,695.52
2025-01-23,689.74
